apartmentid,name,address,city,state,zip,website
226967,Central Park Apartments,11 Fir St,Park Forest,IL,60466,https://www.aptscentralpark.com/
260988,Aspire at Redwood,6755 W Arby Ave,Las Vegas,NV,89118,https://lasvegasliving.com/properties/aspire-at-redwood/
11961,Fairways at Prestonwood,5769 Belt Line Rd,Dallas,TX,75254,http://www.fairway-living.com
4554,Park at Canyon Ridge,9767 E Colorado Ave,Aurora,CO,80247,https://www.parkatcanyonridge.com/
220367,The Huntington at King Farm,801 Elmcroft Blvd,Rockville,MD,20850,www.huntingtonkingfarm.com
61143,Maple at Med Center,5522 Maple Ave,Dallas,TX,75235,https://www.mapleatmedcenter.com/
78791,The Watson,116 E Howard St,Quincy,MA,2169,https://www.thewatsonquincy.com/the-watson-quincy-ma/
281338,New Orleans,212 N G St,Tacoma,WA,98403,https://www.theneworleansapts.com/
11327,Plano Park Townhomes,2253 Ashley Park Dr,Plano,TX,75074,https://www.planoparktownhomes.com/
55938,The Oaks at Techridge,14000 The Lakes Blvd,Pflugerville,TX,78660,https://www.theoaksattechridge.com/
68375,Haven at Highland Knolls,20801 Highland Knolls Dr,Katy,TX,77450,http://www.havenhighlandknolls.com/
253646,Tapestry Westland Village,6505 Collins Rd,Jacksonville,FL,32244,https://www.alapts.com/apartments/fl/jacksonville/tapestry-westland-village/
16540,The Grammercy,9600 E Girard Ave,Denver,CO,80231,https://livegrammercy.com/
53970,Colonial Plaza,215 Sand Beach Blvd,Shreveport,LA,71105,https://colonialplazaulc.com/
260310,Teak,3215 S Westbrooke Ln,Sioux Falls,SD,57106,https://www.teaksiouxfalls.com/
14963,The Carson,3700 McCann Rd,Longview,TX,75605,https://www.thecarsonlongview.com/
41998,Overbrook,5901 John F Kennedy Blvd,North Little Rock,AR,72116,http://www.overbrookapthome.com/
14772,Preserve at Legacy Park,900 Legacy Park Dr,Lawrenceville,GA,30043,https://www.preserveatlegacypark.com/
274971,Bordeaux,2901 Brahma Blvd,Kingsville,TX,78363,https://www.bordeauxapts.com/
62144,South Ridge,823 S Church St,Greenville,SC,29601,http://www.southridgeliving.com/
68537,SYMBOL Scotts Addition,1814 Highpoint Ave,Richmond,VA,23230,http://symbolrva.com/
49953,Berrington Village,1 Overton Way,Asheville,NC,28803,www.berrington-apts.com/
1971,Park West End,5300 Glenside Dr,Richmond,VA,23228,https://www.parkwestend.com/
28358,The Sagewood,14325 Plantation Park Blvd,Charlotte,NC,28277,https://thesagewoodapartments.com/
298932,Genesee Pointe,1000 E Genesee Pointe Dr,West Henrietta,NY,14586,https://geneseepointe.com/
48075,Edgefield,5699 Craneybrook Ln,Portsmouth,VA,23703,https://www.edgefieldaptsva.com/
51123,Oak Hill Apartments,22 Strayhorn Wy,Pittsburgh,PA,15213,http://www.oakhillapts.com/
245962,Beacon Station,1480 Wrightsboro Rd,Augusta,GA,30901,https://www.beaconstationaugusta.com/
69368,Creekview,700 S FM 1417,Sherman,TX,75092,https://www.creekviewapthomes.com/
14295,Timber Ridge Apartment Homes,1025 Adams Cir,Boulder,CO,80303,www.myboulderapartment.com
258343,Keystone on 8th,1261 8th St,West Des Moines,IA,50265,https://www.keystoneon8th.com/
94396,The Otis at Fort Ben,9310 Otis Ave,Indianapolis,IN,46216,https://www.theotisfortben.com/
51998,Thousand Oaks,6900 Sumner St,The Colony,TX,75056,http://toapts.com/
60764,Adeline at White Oak,200 Wickerleaf Way,Garner,NC,27529,http://www.adeline-apts.com/
63958,Commonwealth at York,100 Legacy Wy,Yorktown,VA,23693,http://www.thecommonwealthapts.com/apartments-for-rent-in-newport-news-virginia/
263745,Mark on Conquest II,2050 Conquest Blvd,Waxahachie,TX,75167,https://themarkonconquest.com/
16172,Towne Crest,17500 Towne Crest Dr,Gaithersburg,MD,20877,http://www.townecrest.com/
24577,Magnolia Crossing,2824 S Burnside Ave,Gonzales,LA,70737,https://www.liveatmagnoliacrossingapts.com/
269984,Flats at Market Street,4903 Market St,Wilmington,NC,28405,https://www.flatsatmarketstreet.com/
67154,Southern Pine Apartments,2520 Allie Nicole Cir,Virginia Beach,VA,23456,www.southernpineapts.com
75366,Huntington Park,7019 Crowder Blvd,New Orleans,LA,70127,https://www.thehuntingtonparkapts.com/
255949,Magnolia South,1000 Sweet Almond Dr,Holly Springs,NC,27540,https://www.southwoodrealty.com/community/magnolia-south/
36295,Featherstone Village Apartments,4916 Old Page Rd,Durham,NC,27703,http://www.featherstone-apts.com/
50158,Gates of Oakwood,294 Wright Ave,Terrytown,LA,70056,www.liveatgatesofoakwood.com
254140,J Creekside at Exton,360 Creamery Way,Exton,PA,19341,https://www.jcreeksideatexton.com/
55354,Palisades at Paris Mountain,101 Enclave Paris Dr,Greenville,SC,29609,https://www.southwoodrealty.com/community/palisades-at-paris-mountain/
223329,Washington Village,4211 W Potomac Dr,Greenfield,IN,46140,https://www.washingtonvillageliving.com/
44154,Wyncroft Hill,12235 S Black Bob Rd,Olathe,KS,66062,www.wyncrofthill.com
258370,Broadstone SoBro,800 4th Ave S,Nashville,TN,37210,https://broadstonesobro.com/
7770,Twelve 100 Apartments,12100 Metric Blvd,Austin,TX,78758,https://www.twelve100.com/
35395,Stonebridge at the Ranch,1 Stonebridge Cir,Little Rock,AR,72223,https://www.stonebridgeattheranch.com/
78947,Milwaukee Fortress,1726 N 1st St,Milwaukee,WI,53212,https://milwaukeefortress.com/apts/
51540,The Point at West Chester,890 S Matlack St,West Chester,PA,19382,http://www.thepointeatwestchester.com/
265143,The Point at Kingston,1 Kingston Collection Way,Kingston,MA,2364,https://www.thepointatkingston.com/
236188,Monticello Lee,620 Jefferson St,Alexandria,VA,22314,https://monticellolee.com/
6377,The Lodge at 1550,1550 Katy Flewellen Rd,Katy,TX,77494,https://www.lodgeat1550.com/
23760,Ashton Glen,8850 Golden Oak Dr,Manassas,VA,20109,http://www.ashtonglen.com/
270367,Boulevard 45,4540 Helm Dr,Virginia Beach,VA,23452,https://blvd45apts.com/
298756,Prose Murphy Creek,23501 E Colorado Pl,Aurora,CO,80018,https://prosemurphycreek.com/
25781,Mayflower,205 34th St,Virginia Beach,VA,23451,https://www.iliveonthebeach.com/
14939,The Maya,1946 NE Interstate 410 Loop,San Antonio,TX,78217,https://www.livethemaya.com/
48389,Village Gate Apartments,3311 Turtle Point Dr,Fayetteville,NC,28304,http://www.villagegatenc.com/
38775,Sabal Palms,100 Lochaven Dr,Charleston,SC,29414,https://www.southwoodrealty.com/community/sabal-palms-apartment-homes/
71962,Towne House,151 Sea St,Quincy,MA,2169,https://www.townehousequincy.com/
40539,Albers Mill Lofts,1821 Dock St,Tacoma,WA,98402,www.albersmilllofts.com
34765,Springs at Live Oak,8101 Shin Oak Dr,Live Oak,TX,78233,https://www.springsapartments.com/apartments/tx/live-oak/springs-at-live-oak/
293595,Glen Willow,10600 S Post Oak Rd,Houston,TX,77035,https://www.glenwillowapartments.com/
19785,Cottonwood Creek Apartments,3149 E Desert Inn Rd,Las Vegas,NV,89121,www.cottonwoodcreekapartments.com
271152,Harper Lake Houston,17417 W Lake Houston Pkwy,Humble,TX,77346,https://harperlakehouston.com/
233583,Canal Overlook Apartments,430 Indiana Ave,Indianapolis,IN,46202,http://liveatcanal.com/
258963,Reflection Pointe,185 Reflection Pointe Cir,Asheville,NC,28806,https://www.southwoodrealty.com/community/reflection-pointe/
37351,Fairway Meadows,93 Weakley Ln,Smyrna,TN,37167,https://www.livefairwaymeadows.com/
283561,946 MLK,946 Dr Martin Luther King Jr St,Indianapolis,IN,46202,https://www.946mlk.com/
8117,The Morgan at Chapel Hill,100 Spring Meadow Dr,Chapel Hill,NC,27517,https://livethemorganchapelhill.com/
228341,The Commons at Cowan Boulevard,2352 Cowan Blvd,Fredericksburg,VA,22401,http://commonsatcowanboulevard.com/
58755,The Yards At NoDa,703 Rollerton Rd,Charlotte,NC,28205,http://www.yardsatnodaapts.com/
68390,Sampson Lofts,806 Sampson St,Houston,TX,77003,http://www.sampsonlofts.com/
1930,James Towne Village,3 Sawgrass Rd,Charleston,SC,29412,https://www.james-towne-village.com/
291774,Gallatin Village,20190 Murphy Rd,Bend,OR,97702,https://www.123taylor.com/gallatin-village
278511,Merchants Plaza,56 St Joseph St,Mobile,AL,36602,https://themerchantsplaza.com/
67747,The Edge at Raritan Heights,11 US Hwy 1,New Brunswick,NJ,8901,https://www.theedgeatraritanheights.com/
260350,The Savoy,12631 Vance Jackson Rd,San Antonio,TX,78230,https://www.thesavoyapartments.com/
48897,Brittany Place of LaGrange,1235 Hogansville Rd,LaGrange,GA,30241,https://www.southwoodrealty.com/community/brittany-place-apartments-of-lagrange/
36530,The Point at Monroe Place,2300 Woodland Crossing Dr,Herndon,VA,20171,https://www.thepointatmonroeplace.com/
52352,Jory Trail at the Grove,8750 SW Ash Meadows Rd,Wilsonville,OR,97070,http://www.jorytrail.com/
254313,LUMA at Delray,7607 W Atlantic Ave,Delray Beach,FL,33446,https://lumadelray.com/
252388,Quincy,91 Red River St,Austin,TX,78701,https://quincyatx.com/
267777,The Oliver,3000 Gloryland Ave,Charlotte,NC,28213,https://theoliverclt.com/
253733,Stadia Med Main,9330 S Main St,Houston,TX,77025,https://www.stadiamedmain.com/
17373,39 North,10225 E Girard Ave,Denver,CO,80231,https://www.liveat39north.com/
70748,Mercantile River District Apartments,4921 White Settlement Rd,Fort Worth,TX,76114,https://www.mercantileriverdistrict.com/
39346,Bella Mirage,3800 N El Mirage Rd,Avondale,AZ,85392,https://www.bellamirageapts.com/
59709,51 Main,5050 Main St,Kansas City,MO,64112,https://www.51mainkc.com/
32155,Montelago,11881 Gulf Pointe Dr,Houston,TX,77089,http://www.montelagoapts.com/
47192,Reserve at Village Creek,444 E Renfro St,Burleson,TX,76028,http://www.reserveatvillagecreek.com/
230132,Bowman Station,5235 Bowman Rd,Macon,GA,31210,https://www.bowmanstation.com/
64017,The Preserve Scott`s Addition,1310 Roseneath Rd,Richmond,VA,23230,http://www.thepreserverva.com/
229374,Avoca,1405 Avoca Ridge Dr,Louisville,KY,40223,https://www.avocaapartments.com/
72168,San Leandro Racquet Club,2600 San Leandro Blvd,San Leandro,CA,94578,https://www.slracquetclub.com/
43353,Charleston Crossing,4548 S Elm Pl,Broken Arrow,OK,74011,https://charlestoncrossingapthome.com/gallery
296558,The Enclave at Medina,4323 Caraway Bay,Von Ormy,TX,78073,https://www.enclaveatmedina.com/
2981,Ellipse at Fairfax Corner,11842 Federalist Way,Fairfax,VA,22030,http://www.ellipsefairfaxcorner.com/
259986,The Apartments at the Isles of Porto Vista,3936 Pomodoro Cir,Cape Coral,FL,33909,https://rentipv.com/
43727,ASA Apartments,1200 NW Marshall St,Portland,OR,97209,https://www.liveatasa.com/asa-flats-lofts-portland-or/
63516,Griffis Cheesman Park,2190 E 11th Ave,Denver,CO,80206,https://griffisresidential.com/properties/cheesman-park/
251396,Magnolia on Zang Two,888 N Zang Blvd,Dallas,TX,75208,http://www.liveatmagnolia.com/homes/tx/bishop-arts/magnolia-on-zang-two/
225398,Remington Cove I,15430 Founders Ln,Apple Valley,MN,55124,http://www.remingtoncoveapts.com/
39995,South Pointe,6220 N Murray Dr,Hanahan,SC,29410,https://www.southpointehanahan.com/
21117,Veranda Estates,6516 Spalding Dr,Peachtree Corners,GA,30092,https://www.verandaestatesapts.com/
279103,Shade,10340 S Decatur Blvd,Las Vegas,NV,89141,https://shadeapartments.com/
15906,The Ridley Apartment Homes,2815 Greenridge Dr,Houston,TX,77057,https://www.theridleyapartments.com/
75975,Wasatch Pointe,1620 N 200 E,Logan,UT,84341,https://www.wasatchpointesenior.com/
68960,Colonial Gardens,8747 Broadmoor St,Overland Park,KS,66212,www.rentcolonialgardens.com
54708,Cresta Bella,11035 Via Livorno,San Diego,CA,92129,www.crestabellaliving.com
66946,Anthem on Ashley,720 Ralph McGill Blvd NE,Atlanta,GA,30312,http://www.anthemonashley.com
300955,Alcott Woodcroft Glen,9037 - 13577 Woodcroft Trce,North Royalton,OH,44133,https://alcottwoodcroftglen.com/
19713,Elmhurst Terrace,100 Fellows Ct,Elmhurst,IL,60126,https://www.elmhurstterrace.com/
20140,Chatham Square,8150 Chatham Manor Blvd,Orlando,FL,32821,https://www.chathamsquareapartments.com/
33173,Hermann Park Lofts,1 Hermann Park Ct,Houston,TX,77021,https://hermannparklofts.com/?utm_knock=gmb
239713,Reserve at Billingsley Place,3501 Reserve Cir,Montgomery,AL,36116,https://fosheeresidential.com/communities/the-reserve-at-billingsley-place/
272063,Westridge,8910 NE 15th Ave,Vancouver,WA,98665,https://www.westridgeaptstarga.com/
35980,River's Edge,2088 E Lakeshore Dr,Lake Elsinore,CA,92530,https://riversedgeapartmentliving.com/
220302,The District,100 District Dr,Asheville,NC,28803,https://www.thedistrictasheville.com/
29739,Gateway at Ellington,15603 Gulf Fwy,Webster,TX,77598,https://www.gatewayatellington.com/
40339,Hawthorne Communities,900 Hawthorne Cir,Oakdale,PA,15071,https://www.hawthorneoakdale.com/
52047,Domain on the Parkway,1755 Cres Plaza Dr,Houston,TX,77077,https://www.domainontheparkway.com/
49769,Grey Parc Apartments,800 Walker Ave,Rossville,GA,30741,https://www.greyparcofrossville.com/
257702,The Apartments at Kelton Station,901 Shipwright Loop,Williamsburg,VA,23188,https://www.keltonstationapts.com/
11317,Dixon at Stonegate,2501 Oak Hill Cir,Fort Worth,TX,76109,https://www.dixonatstonegate.com/
270305,Olympus Emerald Coast,2004 98 Palms Blvd,Destin,FL,32541,https://www.olympusproperty.com/apartments/fl/destin/olympus-emerald-coast/?utm_source=gmb&utm_medium=organic&utm_knock=g
280316,Flats,524 Elm St,Troy,AL,36081,https://fosheeresidential.com/properties/the-flats/
12733,Creekside,3018 Knickerbocker Rd,San Angelo,TX,76904,http://www.liveatcreeksideapts.com/
75128,Impressions Apartments,501 Coral Key Pl,Newport News,VA,23606,https://www.impressionsapts.com/
49766,Park Knoll,2212 S Cedar Ln,Fort Oglethorpe,GA,30742,https://parkknollapartment.com/
232495,Inverness Apartments,5150 S Elm Pl,Broken Arrow,OK,74011,https://www.invernessapthome.com
95594,Highline,635 E New Haven Ave,Melbourne,FL,32901,https://highline321.com/
53298,Eton at Warner Center,6701 Eton Ave,Woodland Hills,CA,91303,https://www.etonwarnercenter.com/
27617,Arbors of Gahanna,150 Arbors Cir,Gahanna,OH,43230,https://arborsgahanna.com/
240534,The Willows at Wright Island,1333 Coates Bluff Dr,Shreveport,LA,71104,https://thewillowsulc.com/
284199,501 Brady,501 Brady St,Davenport,IA,52801,https://www.501brady.com/
54777,Millennium High Street,4410 Westheimer Rd,Houston,TX,77027,https://millenniumriveroaks.com/
258188,Springs at Lakeville,17400 Glacier Wy,Lakeville,MN,55044,https://www.springsapartments.com/apartments/mn/lakeville/springs-at-lakeville/
289797,Brook Hollow,6731 Southwest Pkwy,Wichita Falls,TX,76310,www.BrookHollowApartments.com
13197,Halstead Beverly Townhomes,201 Broughton Dr,Beverly,MA,1915,https://www.halsteadbeverly.com/
12182,The Reserve on Willow Lake,4101 S Hulen St,Fort Worth,TX,76109,https://thereservefortworth.com/
18736,Central Park,2400 Central Pkwy,Montgomery,AL,36106,www.centralparkmontgomery.com
42599,Phoenician,2345 Bering Dr,Houston,TX,77057,http://www.phoenicianliving.com/
27187,Scottish Towers II,444 N Paula Dr,Dunedin,FL,34698,https://myscottishtowershome.com/
219898,The Julian at South Pointe I,1300 Lowe Rd,Mansfield,TX,76063,https://julianatsouthpointe.com/
11495,The Palisades at Bear Creek,200 W Bear Creek Dr,Euless,TX,76039,https://www.palisadesbearcreek.com/
93993,The Rise Plantation Walk,333 N University Dr,Plantation,FL,33324,https://www.theriseplantationfl.com/
28143,Lyric Apartment Homes,1738 Canyon Dr,Los Angeles,CA,90028,https://www.liveatlyricapts.com/
297957,James Run,2786 Megan Way,Bel Air,MD,21015,https://www.jamesrunapartments.com/
218296,Park 7,201 Wimberly St,Fort Worth,TX,76107,https://park7tx.com/
44700,Abernathy Park,3624 Belmont St,Greensboro,NC,27406,https://www.southwoodrealty.com/community/abernathy-park/
252891,Bellrock Market Station,24002 Colonial Pkwy,Katy,TX,77493,https://www.livebellrock.com/apartments/tx/katy/bellrock-market-station/
34187,Enclave at the Stadium,1600 S M.L.K. Jr Blvd,Waco,TX,76704,https://www.enclavewaco.com/?utm_knock=g
10380,Trails of Valley Ranch,9478 Valley Ranch Pkwy E,Irving,TX,75063,www.trailsofvalleyranch.com
5176,Citadel Apartments,1702 Bushman Dr,Kansas City,MO,64110,http://www.rentcitadel.com
255891,Shalimar at Plantation West,8500 Cleary Blvd,Plantation,FL,33324,https://www.shalimaratplantation.com/
3148,Aven,3207 Stones Throw Ln,Durham,NC,27713,https://www.avenliving.com
8797,Sagamore,5644 Riverwalk Dr,Benbrook,TX,76109,https://sagamoreaptsliving.com/
240743,Evergreen at River Oaks II,4650 Nelson Rd,Lake Charles,LA,70605,https://www.evergreenatriveroaks.com/?utm_source=bingPlaces&utm_medium=organic
94494,Highbridge,2512 Q St NW,Washington,DC,20007,https://highbridgedc.com/
9157,Meadowcrest,5200 Meadowcreek Dr,Dallas,TX,75248,https://www.meadowcrestapartments.com/
296576,Affinity at Hudson,2348 Layman Dr,Gastonia,NC,28054,https://www.affinityathudson.com/
5542,Greentree,2524 Tamarack Ln,Indianapolis,IN,46227,https://www.livegreentreeapts.com/
16144,Casitas,1900 S Campus Ave,Ontario,CA,91761,https://www.casitasapartments.com/
78085,Springs at Laurens Road,1401 Laurens View Rd,Greenville,SC,29607,https://www.springsapartments.com/apartments/sc/greenville/springs-at-laurens-road/
75134,Headwaters at Autumn Hall,612 Council St,Wilmington,NC,28403,http://headwatersautumnhall.com/
222727,Farnham Park,3333 Turtle Creek Dr,Port Arthur,TX,77642,http://www.farnhamparkapartments.com/
31724,Sherwood Gardens,2901 Auburn Way S,Auburn,WA,98092,www.sherwood-gardens-apts.com
72545,Palisades of Jacksonville,5116 Western Blvd,Jacksonville,NC,28546,https://www.southwoodrealty.com/community/palisades-jacksonville-apartments/
17506,Ten68 West,1068 Merchants Dr,Dallas,GA,30132,https://www.ten68west.com/
246703,Landry at Cross Creek,6301 Old Denton Rd,Fort Worth,TX,76131,https://landryatcrosscreek.com/
77980,The Triangle,3020 Leavenworth St,Omaha,NE,68105,https://www.triangleomaha.com/
36786,Hawthorne Village,3900 Yorktowne Blvd,Port Orange,FL,32129,http://www.hawthornevillageapartments.com/
4353,Commons at Westchase,10751 Meadowglen Ln,Houston,TX,77042,https://www.commonswestchase.com/
47991,Rose Vista,1223 1/2 Rose Vista Ct,Roseville,MN,55113,https://www.myrosevistahome.com/
77682,Palisades at Legacy Oaks,485 Traebert Cir,Knightdale,NC,27545,https://www.southwoodrealty.com/community/palisades-legacy-oaks-apartments/
256738,The Palisades at Langley Pond,4020 Furlong Cir,Graniteville,SC,29829,https://www.southwoodrealty.com/community/palisades-at-langley-pond/
23281,Mill Bridge,1045 Sanger Ave,New Braunfels,TX,78130,https://www.millbridgeapartments.com/
25395,Beach Colony,2821 Camino Del Mar,Del Mar,CA,92014,http://www.beachcolonyapts.com/
251562,The Carlton of West Melbourne,4152 Merrillville Dr,West Melbourne,FL,32904,https://www.thecarltonofwestmelbourne.com/
13883,Verano Townhome Rentals,13820 S 44th St,Phoenix,AZ,85044,https://www.veranoapartmenthomes.com/?utm_source=GoogleLocalListing&utm_medium=organic#
97935,Springs at Knapps Crossing,2550 E Beltline Ave NE,Grand Rapids,MI,49525,https://www.springsapartments.com/apartments/mi/grand-rapids/springs-at-knapps-crossing/
54798,The Point at Abington,12 Forsyth Dr,Abington,MA,2351,https://www.thepointatabington.com/
52925,Moria Gardens,1231 Gary Way,Woodland,CA,95695,http://moriagardenapartments.com/
1465,The Rail at 1380,1380 Saylor Dr,Zionsville,IN,46077,http://www.therailat1380.com
273582,La Hacienda,8080 Leigh Ann Dr,Dallas,TX,75232,https://www.lahaciendaapt.com/
77588,The Byron On Peachtree,549 Peachtree St NE,Atlanta,GA,30308,https://www.thebyron.com/
58480,Hayleigh Village Apartments,4020 Eight Belles Ln,Greensboro,NC,27410,http://www.hayleighvillage-apts.com/
236586,Colton Creek Apartments,2014 Avalon Pkwy,McDonough,GA,30253,www.ColtonCreekApartments.com
13094,Hayden at Enclave,12951 Briar Forest Dr,Houston,TX,77077,https://www.alapts.com/apartments/tx/houston/hayden-at-enclave/
62903,M Station,6215 Forest Way Dr,Charlotte,NC,28212,http://www.mstationapts.com/
227512,The Atherton,8655 Brookhollow Blvd,Frisco,TX,75034,https://athertonfrisco.com/
35759,Cortland La Villita,6419 Tranquilo,Irving,TX,75039,www.cortland.com/la-villita
97739,Larkspur Pointe,1000 Knights Spur Ct,Simpsonville,SC,29681,http://www.larkspurpointeapartments.com/Contact.aspx
38107,Fountain Place,833 Misty Hollow Ln,Columbus,OH,43228,https://www.livefountainplaceapts.com/
251944,Easton Place,1709 Cason Ln,Murfreesboro,TN,37128,https://www.eastonplaceapartments.com/
286929,The Fairlane,101 Holiday Square Blvd,Covington,LA,70433,https://thefairlane.com/
50932,Village Square,900 E Sunset Dr,Monroe,NC,28112,https://www.livewithvillagesquare.com/
283913,Farmstead At Lia Lane,1315 Lia Ln,Santa Rosa,CA,95404,https://www.farmsteadsantarosa.com/
73573,Warwick Court Townhomes,3527 Warwick Blvd,Kansas City,MO,64111,http://www.warwickcourttownhomes.com/
251908,The Post House,215 Vine St,Evansville,IN,47708,https://www.posthouseevv.com/
15079,The Left Bank at River Oaks,5353 Memorial Dr,Houston,TX,77007,http://www.leftbankriveroaks.com/
253326,The Point at Reston,1925 Roland Clarke Pl,Reston,VA,20191,https://www.thepointatreston.com/
271975,The Edge,2818 Meridian Ave E,Edgewood,WA,98372,https://www.edgeapartmentstarga.com/
31965,McKenzie at Natomas Park,4601 Blackrock Dr,Sacramento,CA,95835,http://www.themckenzienatomaspark.com/
217716,Taylor Pointe Residences,4-6 Sanders St,Nashua,NH,3060,https://www.taylorpointeresidences.com/
12574,Wimbledon Square And Gardens,2837 SE Colt Dr,Portland,OR,97202,www.wimbledonsquareandgardens.com
21303,Rosemeade,657 Worcester St,Southbridge,MA,1550,http://www.rosemeadema.com/
2948,Crystal Woods of Alexandria,4905 Southland Ave,Alexandria,VA,22312,www.crystalwoodsapts.com
236112,La Joya Bay Resort II,1514 Ennis Joslin Rd,Corpus Christi,TX,78412,https://www.lajoyabyazali.com/floorplans/
278969,Prose Deerbrook,19815 Kenswick Dr,Humble,TX,77338,https://prosedeerbrook.com/
270766,Hue97,9736 E Balsam Ave,Mesa,AZ,85208,https://www.hue97.com/#
67383,The Standard at Leander Station,1680 Hero Way,Leander,TX,78641,http://www.lifeatthestandard.com/
74105,La Paloma,102 W Rampart Dr,San Antonio,TX,78216,http://www.rentlapaloma.com/
56773,Ten Oaks,12612 N Lamar Blvd,Austin,TX,78753,http://tenoaks-apts.com/
263081,Culebra Commons,7106 Culebra Commons,San Antonio,TX,78250,https://www.liveculebra.com/
33786,Estates Team Ranch,8889 Cook Ranch Rd,Benbrook,TX,76126,https://www.estatesatteamranch.com/
47719,Hyde Park,5650 Knighthood Ln,Columbus,OH,43231,https://www.hydeparkcolumbus.com/
276686,Alexan Ludlam,2901 SW 69th Ct,Miami,FL,33155,https://alexanludlamtrace.com/
220109,Melrose Station Apartments,902 Valley Rd,Elkins Park,PA,19027,https://www.fmgnj.com/apartments/pa/elkins-park/melrose-station/floor-plans
2706,Chase Heritage,1212 Chase Heritage Cir,Sterling,VA,20164,https://www.chaseheritageapartments.com/
282952,Melissa Ranch,4500 Pue Rd,San Antonio,TX,78245,https://www.melissaranchapartments.com/
254303,The MID,1601 N Dixie Hwy,Lake Worth,FL,33460,https://www.themidlwb.com/
1845,Sterling Place,5399 Coachman Rd,Columbus,OH,43220,https://sterlingplaceapartments.com/
16347,Contempo Lane,1763 Main St,Dunedin,FL,34698,https://palomarproperties.net/contempo-lane-apartments/
33539,Mercantile Wharf Building,111 Atlantic Ave,Boston,MA,2110,https://www.mercantilewharf.com/
276154,The Domino,3132 Dr Andrew J Brown Ave,Indianapolis,IN,46205,https://www.thedominoindy.com/
15762,The Bentley at Marietta,880 S Cobb Dr SE,Marietta,GA,30060,https://www.thebentleyatmarietta.com/
247171,75 Public Square,75 Public Square,Cleveland,OH,44113,https://75publicsquare.com/
233289,Elevation 1659,1659 N Jackson St,Milwaukee,WI,53202,https://elevation1659apts.com/
239596,Crossings at Greenland,920 Greenland Dr,Murfreesboro,TN,37130,https://www.crossingsatgreenland.com/
27920,Abbey at Vista Ridge,350 E Vista Ridge Mall Dr,Lewisville,TX,75067,www.abbeyvistaridge.com
16998,Griffis Lakeline Station,13425 Ranch Rd 620 N,Austin,TX,78717,https://griffisresidential.com/property/lakeline-station/
94997,Sparq,5 E Reed St,San Jose,CA,95113,https://www.sparqsj.com/
6274,The Village at Voorhees,10 Lucas Ln,Voorhees Township,NJ,8043,https://www.fmgnj.com/apartments/nj/voorhees/the-village-apartments/
42563,Lodge at Lakeshore,5010 Hilltop Rd,Greensboro,NC,27407,https://www.southwoodrealty.com/community/the-lodge-at-lakeshore/
2132,Sherwood Acres,12757 Coursey Blvd,Baton Rouge,LA,70816,www.sherwoodacresapts.com
43278,University Club,1722 S Carson Ave,Tulsa,OK,74119,http://www.universityclubtulsa.com/
15704,East Perimeter Pointe,4946 Snapfinger Woods Dr,Decatur,GA,30035,http://www.eastperimeterpointe.com/east-perimeter-pointe-decater-ga/home
40493,Bristol Park at Oak Ridge,790 Emory Valley Rd,Oak Ridge,TN,37830,http://www.bristolparkoakridge.com/
62379,MBH,1078-1126 Boylston Street,Boston,MA,2215,https://www.mbhapartments.com/
46108,Stratford Mill,110 Stratford Mill Blvd,St. Augustine Beach,FL,32084,http://www.stratfordmill.com/home.html
39156,Seasons at Pebble Creek,1616 Snow Queen Pl,Salt Lake City,UT,84104,https://www.seasonspebblecreek.com/?utm_knock=g
56173,The Edge at Main,125 W Main St,Somerville,NJ,8876,http://www.theedgeatmain.com/index.php
43520,Park at Blanding,222 Blairmore Blvd E,Orange Park,FL,32073,http://www.parkatblanding.com/
22964,Tropicana Village Apartments,4995 S Maryland Pkwy,Las Vegas,NV,89119,https://www.tropicanavillageapartments.com/
63486,Haven Apartments at Eldridge,13115 Whittington Dr,Houston,TX,77077,http://www.havenateldridgeapts.com/
270148,MAC Residences,758 N Broadway,Milwaukee,WI,53202,https://macresidences.com/
31341,Carrington Park,100 Carrington Park,Jonesboro,GA,30236,http://www.carringtonparkjonesboro.com/
224888,The Cove at Overlake,1837 Berra Blvd,Tooele,UT,84074,http://www.coveatoverlakeapts.com/
35188,Trinity Loft,1403 Slocum St,Dallas,TX,75207,www.trinityloft.com
7164,Olive Tree,6201 W Olive Ave,Glendale,AZ,85302,https://olivetree-apartments.com/
50339,Parc At Denham Springs I,31050 LA-16,Denham Springs,LA,70726,https://www.parcatdenhamsprings.com/
794,Haven Apartments & Townhomes,1870 Enterprise Ct,Virginia Beach,VA,23454,http://www.haven-apts.com/
70938,Maybrook,325 Penn Rd,Wynnewood,PA,19096,http://maybrook.com/
282934,Aston Pointe,5001 Pennell Rd,Aston,PA,19014,https://www.liveastonpointe.com/
245526,The Bridgewater Apartments,14916 Riverdale Dr S,Carmel,IN,46033,http://thebridgewaterapartments.com
25875,Sedgefield Square,4215 Bernau Ave,Greensboro,NC,27407,https://www.sedgefieldsquareapts.com/
251597,Wyndham Ridge Townhomes,1112 Ashberry Village Dr,Columbus,OH,43228,https://www.wyndhamridgecolumbus.com/
224139,Meadows Apartments,4300 Meyers Ln,Waco,TX,76705,https://www.themeadows-waco.com/
18389,Westgate Village,333 Lancaster Ave,Malvern,PA,19355,https://www.fmgnj.com/apartments/pa/malvern/westgate-village/
