finding_id,finding_title,disposition,coverage_mode,property_role,adapter,canonical_id,name,address,city,state,zip,website,acceptance_contract,evidence_file,evidence_line,test_selectors
33,"Equity values were clean, but identity was lossy",confirmed_remediated,complete_26_property_current_cohort,affected,equity,2955,2501 Porter Apartments,2501 Porter St NW,Washington,DC,20008,http://www.equityapartments.com/washington-dc/washington-dc-apartments/cleveland-park/2501-porter-apartments.aspx,Property-scoped buildingId:unitId is canonical and all source values remain exact.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1872,ma_poc/tests/pms/adapters/test_equity.py
33,"Equity values were clean, but identity was lossy",confirmed_remediated,complete_26_property_current_cohort,affected,equity,7797,Village at Del Mar Heights,13138 Kellam Ct,San Diego,CA,92130,https://www.equityapartments.com/san-diego/del-mar/the-village-at-del-mar-heights-apartments,Property-scoped buildingId:unitId is canonical and all source values remain exact.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1872,ma_poc/tests/pms/adapters/test_equity.py
33,"Equity values were clean, but identity was lossy",confirmed_remediated,complete_26_property_current_cohort,affected,equity,8418,City Gate at Cupertino Apartments,5608 Stevens Creek Blvd,Cupertino,CA,95014,http://www.equityapartments.com/california/san-francisco-bay-apartments/cupertino/archstone-cupertino-apartments.aspx,Property-scoped buildingId:unitId is canonical and all source values remain exact.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1872,ma_poc/tests/pms/adapters/test_equity.py
33,"Equity values were clean, but identity was lossy",confirmed_remediated,complete_26_property_current_cohort,affected,equity,13153,Canyon Creek Apartments,1000 Canyon Village Cir,San Ramon,CA,94583,http://www.equityapartments.com/california/san-francisco-bay-apartments/san-ramon/canyon-creek-apartments.aspx,Property-scoped buildingId:unitId is canonical and all source values remain exact.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1872,ma_poc/tests/pms/adapters/test_equity.py
33,"Equity values were clean, but identity was lossy",confirmed_remediated,complete_26_property_current_cohort,affected,equity,24542,Archstone Fremont Center Apartments,39410 Civic Center Dr,Fremont,CA,94538,http://www.equityapartments.com/california/san-francisco-bay-apartments/fremont/archstone-fremont-center-apartments.aspx,Property-scoped buildingId:unitId is canonical and all source values remain exact.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1872,ma_poc/tests/pms/adapters/test_equity.py
33,"Equity values were clean, but identity was lossy",confirmed_remediated,complete_26_property_current_cohort,affected,equity,24998,Liberty Park Apartments,1 Matthew Ln,Braintree,MA,2184,https://www.equityapartments.com/south-boston/braintree/liberty-park-apartments,Property-scoped buildingId:unitId is canonical and all source values remain exact.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1872,ma_poc/tests/pms/adapters/test_equity.py
33,"Equity values were clean, but identity was lossy",confirmed_remediated,complete_26_property_current_cohort,affected,equity,27574,Belle Fontaine Apartments,4077 Glencoe Ave,Marina Del Rey,CA,90292,https://www.equityapartments.com/los-angeles/marina-del-rey/belle-fontaine-apartments?propertyid=4035&s_kwcid=TC|4015|marina%20del%20rey%20apartments||S|e|15154714153,Property-scoped buildingId:unitId is canonical and all source values remain exact.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1872,ma_poc/tests/pms/adapters/test_equity.py
33,"Equity values were clean, but identity was lossy",confirmed_remediated,complete_26_property_current_cohort,affected,equity,30657,Pegasus Apartments,612 Flower St,Los Angeles,CA,90017,https://www.equityapartments.com/los-angeles/financial-district/pegasus-apartments,Property-scoped buildingId:unitId is canonical and all source values remain exact.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1872,ma_poc/tests/pms/adapters/test_equity.py
33,"Equity values were clean, but identity was lossy",confirmed_remediated,complete_26_property_current_cohort,affected,equity,32336,1210 Mass Apartments,1210 Massachusetts Ave NW,Washington,DC,20005,http://www.equityapartments.com/washington-dc/washington-dc-apartments/northwest-dc/1210-mass-apartments.aspx,Property-scoped buildingId:unitId is canonical and all source values remain exact.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1872,ma_poc/tests/pms/adapters/test_equity.py
33,"Equity values were clean, but identity was lossy",confirmed_remediated,complete_26_property_current_cohort,affected,equity,32995,2400 M Apartments,2400 M St NW,Washington,DC,20037,http://www.equityapartments.com/washington-dc/georgetown/2400-m-apartments,Property-scoped buildingId:unitId is canonical and all source values remain exact.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1872,ma_poc/tests/pms/adapters/test_equity.py
33,"Equity values were clean, but identity was lossy",confirmed_remediated,complete_26_property_current_cohort,affected,equity,33986,South City Station Apartments,101 McLellan Drive,South San Francisco,CA,94080,http://www.equityapartments.com/california/san-francisco-bay-apartments/south-san-francisco/archstone-south-san-francisco-apartments.aspx,Property-scoped buildingId:unitId is canonical and all source values remain exact.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1872,ma_poc/tests/pms/adapters/test_equity.py
33,"Equity values were clean, but identity was lossy",confirmed_remediated,complete_26_property_current_cohort,affected,equity,35540,The Flats At Dupont Circle Apartments,2000 N St NW,Washington,DC,20036,https://www.equityapartments.com/washington-dc/dupont-circle/the-flats-at-dupont-circle-apartments,Property-scoped buildingId:unitId is canonical and all source values remain exact.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1872,ma_poc/tests/pms/adapters/test_equity.py
33,"Equity values were clean, but identity was lossy",confirmed_remediated,complete_26_property_current_cohort,affected,equity,35919,Murray Hill Tower,245 E 40th St,New York,NY,10016,http://www.equityapartments.com/new-york/new-york-city-apartments/gramercy-park-murray-hill/archstone-murray-hill-apartments.aspx,Property-scoped buildingId:unitId is canonical and all source values remain exact.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1872,ma_poc/tests/pms/adapters/test_equity.py
33,"Equity values were clean, but identity was lossy",confirmed_remediated,complete_26_property_current_cohort,affected,equity,37919,Parc Coliseum Apartments,228 W 71st St,New York,NY,10023,http://www.equityapartments.com/New-York/New-York-City-apartments/Upper-West-Side/Parc-Coliseum-apartments.aspx,Property-scoped buildingId:unitId is canonical and all source values remain exact.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1872,ma_poc/tests/pms/adapters/test_equity.py
33,"Equity values were clean, but identity was lossy",confirmed_remediated,complete_26_property_current_cohort,affected,equity,37920,Parc Cameron,41 W 86th St,New York,NY,10024,http://www.equityapartments.com/new-york/new-york-city-apartments/upper-west-side/parc-cameron-apartments.aspx,Property-scoped buildingId:unitId is canonical and all source values remain exact.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1872,ma_poc/tests/pms/adapters/test_equity.py
33,"Equity values were clean, but identity was lossy",confirmed_remediated,complete_26_property_current_cohort,affected,equity,38733,Versailles Koreatown Apartments,918 S Oxford Ave,Los Angeles,CA,90006,http://www.equityapartments.com/bbrochure.aspx?PropertyId=2359&utm_source=google&utm_medium=cpc&utm_campaign=losangelesproperties_versailleskoreatown&s_kwcid=TC%7c4015%7cversailles+koreatown+apartments%7c%7cS%7cp%7c9013274593,Property-scoped buildingId:unitId is canonical and all source values remain exact.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1872,ma_poc/tests/pms/adapters/test_equity.py
33,"Equity values were clean, but identity was lossy",confirmed_remediated,complete_26_property_current_cohort,affected,equity,40710,Chloe on Union,1408 E Union St,Seattle,WA,98122,https://www.equityapartments.com/seattle/pike-pine/chloe-apartments,Property-scoped buildingId:unitId is canonical and all source values remain exact.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1872,ma_poc/tests/pms/adapters/test_equity.py
33,"Equity values were clean, but identity was lossy",confirmed_remediated,complete_26_property_current_cohort,affected,equity,71558,The Bishop,1115 Springwood Connector,Sandy Springs,GA,30328,https://www.equityapartments.com/atlanta/sandy-springs/the-bishop-apartments,Property-scoped buildingId:unitId is canonical and all source values remain exact.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1872,ma_poc/tests/pms/adapters/test_equity.py
33,"Equity values were clean, but identity was lossy",confirmed_remediated,complete_26_property_current_cohort,affected,equity,118445,Mara Pacific Beach Apartments,4275 Mission Bay Dr.,San Diego,CA,92109,https://www.equityapartments.com/san-diego/pacific-beach/mara-pacific-beach-apartments,Property-scoped buildingId:unitId is canonical and all source values remain exact.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1872,ma_poc/tests/pms/adapters/test_equity.py
33,"Equity values were clean, but identity was lossy",confirmed_remediated,complete_26_property_current_cohort,affected,equity,221098,Ayla Stonebriar,3030 Ohio Dr,Frisco,TX,75035,https://www.equityapartments.com/dallas/frisco/ayla-stonebriar-apartments##neighborhood-tile,Property-scoped buildingId:unitId is canonical and all source values remain exact.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1872,ma_poc/tests/pms/adapters/test_equity.py
33,"Equity values were clean, but identity was lossy",confirmed_remediated,complete_26_property_current_cohort,affected,equity,228359,Milo,4109 E 10th Ave,Denver,CO,80220,https://www.equityapartments.com/denver/congress-park/milo-apartments,Property-scoped buildingId:unitId is canonical and all source values remain exact.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1872,ma_poc/tests/pms/adapters/test_equity.py
33,"Equity values were clean, but identity was lossy",confirmed_remediated,complete_26_property_current_cohort,affected,equity,232480,Vintage at 425 Broadway,1455 4th St,Santa Monica,CA,90401,https://www.equityapartments.com/los-angeles/santa-monica/vintage-at-425-broadway-apartments,Property-scoped buildingId:unitId is canonical and all source values remain exact.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1872,ma_poc/tests/pms/adapters/test_equity.py
33,"Equity values were clean, but identity was lossy",confirmed_remediated,complete_26_property_current_cohort,affected,equity,245501,Luna Upper Westside Apartments,2265 Marietta Blvd NW,Atlanta,GA,30318,https://www.equityapartments.com/atlanta/upper-westside/luna-upper-westside-apartments#/,Property-scoped buildingId:unitId is canonical and all source values remain exact.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1872,ma_poc/tests/pms/adapters/test_equity.py
33,"Equity values were clean, but identity was lossy",confirmed_remediated,complete_26_property_current_cohort,affected,equity,255578,Circa Fitzsimons,11700 E 26th Ave,Denver,CO,80238,https://www.equityapartments.com/denver/central-park/circa-fitzsimons-apartments,Property-scoped buildingId:unitId is canonical and all source values remain exact.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1872,ma_poc/tests/pms/adapters/test_equity.py
33,"Equity values were clean, but identity was lossy",confirmed_remediated,complete_26_property_current_cohort,affected,equity,265281,The Louise,4151 Viridian Village Dr,Arlington,TX,76005,https://www.equityapartments.com/dallas/arlington/the-louise-apartments##unit-availability-tile,Property-scoped buildingId:unitId is canonical and all source values remain exact.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1872,ma_poc/tests/pms/adapters/test_equity.py
33,"Equity values were clean, but identity was lossy",confirmed_remediated,complete_26_property_current_cohort,regression_control,equity,218378,The Terraces Apartments,1330 Bush St,San Francisco,CA,94109,http://www.equityapartments.com/california/san-francisco-bay-apartments/lower-nob-hill/the-terraces-apartments.aspx,Property-scoped buildingId:unitId is canonical and all source values remain exact.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1872,ma_poc/tests/pms/adapters/test_equity.py
34,Essex preserves mapped values but loses native identity and fails opaquely,confirmed_remediated,complete_27_property_current_cohort,affected,essex,2282,City View,25200 Carlos Bee Blvd,Hayward,CA,94542,https://www.essexapartmenthomes.com/california/san-francisco-bay-area-apartments/hayward-apartments/city-view,Native unit/floor-plan IDs and property request binding survive; empty exits are observable.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1952,ma_poc/tests/pms/adapters/test_essex.py
34,Essex preserves mapped values but loses native identity and fails opaquely,confirmed_remediated,complete_27_property_current_cohort,affected,essex,2405,Foster's Landing,700 Bounty Dr,Foster City,CA,94404,https://www.essexapartmenthomes.com/apartments/foster-city/fosters-landing,Native unit/floor-plan IDs and property request binding survive; empty exits are observable.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1952,ma_poc/tests/pms/adapters/test_essex.py
34,Essex preserves mapped values but loses native identity and fails opaquely,confirmed_remediated,complete_27_property_current_cohort,affected,essex,2537,Bothell Ridge,19928 Bothell Everett Hwy,Bothell,WA,98012,https://www.essexapartmenthomes.com/apartments/bothell-ridge,Native unit/floor-plan IDs and property request binding survive; empty exits are observable.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1952,ma_poc/tests/pms/adapters/test_essex.py
34,Essex preserves mapped values but loses native identity and fails opaquely,confirmed_remediated,complete_27_property_current_cohort,affected,essex,2587,The Palms at Laguna Niguel,28188 Moulton Pkwy,Laguna Niguel,CA,92677,https://www.essexapartmenthomes.com/california/orange-county-area-apartments/laguna-niguel-apartments/the-palms-laguna-niguel,Native unit/floor-plan IDs and property request binding survive; empty exits are observable.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1952,ma_poc/tests/pms/adapters/test_essex.py
34,Essex preserves mapped values but loses native identity and fails opaquely,confirmed_remediated,complete_27_property_current_cohort,affected,essex,3748,Brookside Oaks,1651 Belleville Way,Sunnyvale,CA,94087,https://www.essexapartmenthomes.com/apartments/sunnyvale/brookside-oaks,Native unit/floor-plan IDs and property request binding survive; empty exits are observable.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1952,ma_poc/tests/pms/adapters/test_essex.py
34,Essex preserves mapped values but loses native identity and fails opaquely,confirmed_remediated,complete_27_property_current_cohort,affected,essex,12586,Avondale at Warner Center,22222 Victory Blvd,Woodland Hills,CA,91367,https://www.essexapartmenthomes.com/apartments/woodland-hills/avondale-at-warner-center,Native unit/floor-plan IDs and property request binding survive; empty exits are observable.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1952,ma_poc/tests/pms/adapters/test_essex.py
34,Essex preserves mapped values but loses native identity and fails opaquely,confirmed_remediated,complete_27_property_current_cohort,affected,essex,12963,The Blake LA,733 N Kings Rd,Los Angeles,CA,90069,https://www.essexapartmenthomes.com/apartments/the-blake-la,Native unit/floor-plan IDs and property request binding survive; empty exits are observable.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1952,ma_poc/tests/pms/adapters/test_essex.py
34,Essex preserves mapped values but loses native identity and fails opaquely,confirmed_remediated,complete_27_property_current_cohort,affected,essex,12985,Meadowood,1733 Cochran St,Simi Valley,CA,93065,https://www.essexapartmenthomes.com/california/ventura-county-apartments/simi-valley-apartments/meadowood,Native unit/floor-plan IDs and property request binding survive; empty exits are observable.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1952,ma_poc/tests/pms/adapters/test_essex.py
34,Essex preserves mapped values but loses native identity and fails opaquely,confirmed_remediated,complete_27_property_current_cohort,affected,essex,13181,Park Hill at Issaquah,22500 SE 56th St,Issaquah,WA,98029,https://www.essexapartmenthomes.com/apartments/park-hill-at-issaquah,Native unit/floor-plan IDs and property request binding survive; empty exits are observable.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1952,ma_poc/tests/pms/adapters/test_essex.py
34,Essex preserves mapped values but loses native identity and fails opaquely,confirmed_remediated,complete_27_property_current_cohort,affected,essex,15579,Regency Palm Court,914 S Wilton Pl,Los Angeles,CA,90019,https://www.essexapartmenthomes.com/apartments/los-angeles/regency-palm-court,Native unit/floor-plan IDs and property request binding survive; empty exits are observable.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1952,ma_poc/tests/pms/adapters/test_essex.py
34,Essex preserves mapped values but loses native identity and fails opaquely,confirmed_remediated,complete_27_property_current_cohort,affected,essex,17984,Alessio,5700 W Centinela Ave,Los Angeles,CA,90045,https://www.essexapartmenthomes.com/apartments/los-angeles/alessio,Native unit/floor-plan IDs and property request binding survive; empty exits are observable.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1952,ma_poc/tests/pms/adapters/test_essex.py
34,Essex preserves mapped values but loses native identity and fails opaquely,confirmed_remediated,complete_27_property_current_cohort,affected,essex,19995,BellCentre,308 108th Ave NE,Bellevue,WA,98004,https://www.essexapartmenthomes.com/apartments/bellevue/bellcentre,Native unit/floor-plan IDs and property request binding survive; empty exits are observable.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1952,ma_poc/tests/pms/adapters/test_essex.py
34,Essex preserves mapped values but loses native identity and fails opaquely,confirmed_remediated,complete_27_property_current_cohort,affected,essex,20050,Carmel Creek,11724 Carmel Creek Rd,San Diego,CA,92130,https://www.essexapartmenthomes.com/apartments/san-diego/carmel-creek?sc_camp=2648D1300BEC431BB11EB86F02F52DBD&utm_source=googlesearch,Native unit/floor-plan IDs and property request binding survive; empty exits are observable.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1952,ma_poc/tests/pms/adapters/test_essex.py
34,Essex preserves mapped values but loses native identity and fails opaquely,confirmed_remediated,complete_27_property_current_cohort,affected,essex,21149,Pinnacle at MacArthur Place,31 E Macarthur Cres,Santa Ana,CA,92707,https://www.essexapartmenthomes.com/apartments/santa-ana/pinnacle-at-macarthur-place,Native unit/floor-plan IDs and property request binding survive; empty exits are observable.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1952,ma_poc/tests/pms/adapters/test_essex.py
34,Essex preserves mapped values but loses native identity and fails opaquely,confirmed_remediated,complete_27_property_current_cohort,affected,essex,21381,Summit Park Village,8563 Lake Murray Blvd,San Diego,CA,92119,https://www.essexapartmenthomes.com/apartments/summit-park-village,Native unit/floor-plan IDs and property request binding survive; empty exits are observable.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1952,ma_poc/tests/pms/adapters/test_essex.py
34,Essex preserves mapped values but loses native identity and fails opaquely,confirmed_remediated,complete_27_property_current_cohort,affected,essex,23143,Mira Monte,10360 Maya Linda Rd,San Diego,CA,92126,https://www.essexapartmenthomes.com/apartments/mira-monte?sc_camp=2648D1300BEC431BB11EB86F02F52DBD&utm_source=googlesearch,Native unit/floor-plan IDs and property request binding survive; empty exits are observable.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1952,ma_poc/tests/pms/adapters/test_essex.py
34,Essex preserves mapped values but loses native identity and fails opaquely,confirmed_remediated,complete_27_property_current_cohort,affected,essex,24180,Pinnacle at Otay Ranch,1310 Santa Rita E,Chula Vista,CA,91913,https://www.essexapartmenthomes.com/california/san-diego-area-apartments/chula-vista-apartments/pinnacle-otay-ranch,Native unit/floor-plan IDs and property request binding survive; empty exits are observable.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1952,ma_poc/tests/pms/adapters/test_essex.py
34,Essex preserves mapped values but loses native identity and fails opaquely,confirmed_remediated,complete_27_property_current_cohort,affected,essex,24315,Riley Square,3707 Poinciana Dr,Santa Clara,CA,95051,https://www.essexapartmenthomes.com/apartments/santa-clara/riley-square,Native unit/floor-plan IDs and property request binding survive; empty exits are observable.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1952,ma_poc/tests/pms/adapters/test_essex.py
34,Essex preserves mapped values but loses native identity and fails opaquely,confirmed_remediated,complete_27_property_current_cohort,affected,essex,27577,Park Catalina,690 S Catalina St,Los Angeles,CA,90005,https://www.essexapartmenthomes.com/california/los-angeles-area-apartments/los-angeles-apartments/park-catalina,Native unit/floor-plan IDs and property request binding survive; empty exits are observable.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1952,ma_poc/tests/pms/adapters/test_essex.py
34,Essex preserves mapped values but loses native identity and fails opaquely,confirmed_remediated,complete_27_property_current_cohort,affected,essex,31197,The Village at Toluca Lake I,211 N Valley St,Burbank,CA,91505,https://www.essexapartmenthomes.com/apartments/burbank/the-village-at-toluca-lake,Native unit/floor-plan IDs and property request binding survive; empty exits are observable.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1952,ma_poc/tests/pms/adapters/test_essex.py
34,Essex preserves mapped values but loses native identity and fails opaquely,confirmed_remediated,complete_27_property_current_cohort,affected,essex,37721,Belcarra,10688 NE 10th St,Bellevue,WA,98004,https://www.essexapartmenthomes.com/apartments/bellevue/belcarra?sc_camp=2648D1300BEC431BB11EB86F02F52DBD&utm_source=googlesearch,Native unit/floor-plan IDs and property request binding survive; empty exits are observable.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1952,ma_poc/tests/pms/adapters/test_essex.py
34,Essex preserves mapped values but loses native identity and fails opaquely,confirmed_remediated,complete_27_property_current_cohort,affected,essex,63770,1000 Kiely,1000 Kiely Blvd,Santa Clara,CA,95051,https://www.essexapartmenthomes.com/apartments/1000-kiely?sc_camp=2648D1300BEC431BB11EB86F02F52DBD&utm_source=googlesearch,Native unit/floor-plan IDs and property request binding survive; empty exits are observable.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1952,ma_poc/tests/pms/adapters/test_essex.py
34,Essex preserves mapped values but loses native identity and fails opaquely,confirmed_remediated,complete_27_property_current_cohort,affected,essex,63771,Apex,1102 S Abel St,Milpitas,CA,95035,https://www.essexapartmenthomes.com/apartments/milpitas/apex?sc_camp=2648D1300BEC431BB11EB86F02F52DBD&utm_source=googlesearch,Native unit/floor-plan IDs and property request binding survive; empty exits are observable.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1952,ma_poc/tests/pms/adapters/test_essex.py
34,Essex preserves mapped values but loses native identity and fails opaquely,confirmed_remediated,complete_27_property_current_cohort,affected,essex,77713,Pure Redmond Apartments,17634 NE Union Hill Rd,Redmond,WA,98052,https://www.essexapartmenthomes.com/apartments/pure-redmond,Native unit/floor-plan IDs and property request binding survive; empty exits are observable.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1952,ma_poc/tests/pms/adapters/test_essex.py
34,Essex preserves mapped values but loses native identity and fails opaquely,confirmed_remediated,complete_27_property_current_cohort,affected,essex,94295,Silver,333 Sunol St,San Jose,CA,95126,https://www.essexapartmenthomes.com/apartments/san-jose/silver,Native unit/floor-plan IDs and property request binding survive; empty exits are observable.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1952,ma_poc/tests/pms/adapters/test_essex.py
34,Essex preserves mapped values but loses native identity and fails opaquely,confirmed_remediated,complete_27_property_current_cohort,affected,essex,226350,1250 Lakeside,1250 Lakeside Dr,Sunnyvale,CA,94085,https://www.essexapartmenthomes.com/apartments/sunnyvale/1250-lakeside,Native unit/floor-plan IDs and property request binding survive; empty exits are observable.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1952,ma_poc/tests/pms/adapters/test_essex.py
34,Essex preserves mapped values but loses native identity and fails opaquely,confirmed_remediated,complete_27_property_current_cohort,affected,essex,229748,Chestnut Street,143 Chestnut St,Santa Cruz,CA,95060,https://www.essexapartmenthomes.com/apartments/chestnut-street,Native unit/floor-plan IDs and property request binding survive; empty exits are observable.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,1952,ma_poc/tests/pms/adapters/test_essex.py
35,"FortressTech is stable, but a trusted 282-sq-ft plan is falsely clamped",confirmed_remediated,complete_10_property_cohort,affected,fortresstech,296916,Vivo Living Port Royal,1660 Ribaut Rd,Port Royal,SC,29935,https://www.vivolivingportroyal.com/,Trusted structured 282-sq-ft studio area survives without weakening general clamps.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,2063,ma_poc/tests/pms/adapters/test_fortresstech.py
35,"FortressTech is stable, but a trusted 282-sq-ft plan is falsely clamped",confirmed_remediated,complete_10_property_cohort,regression_control,fortresstech,1752,Kensington Park,11651 Norbourne Dr,Forest Park,OH,45240,www.kensingtonparkaptsoh.com,Trusted structured 282-sq-ft studio area survives without weakening general clamps.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,2063,ma_poc/tests/pms/adapters/test_fortresstech.py
35,"FortressTech is stable, but a trusted 282-sq-ft plan is falsely clamped",confirmed_remediated,complete_10_property_cohort,regression_control,fortresstech,50746,Crawford Square,510 Protectory Pl,Pittsburgh,PA,15219,http://www.crawfordsquareapts.com,Trusted structured 282-sq-ft studio area survives without weakening general clamps.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,2063,ma_poc/tests/pms/adapters/test_fortresstech.py
35,"FortressTech is stable, but a trusted 282-sq-ft plan is falsely clamped",confirmed_remediated,complete_10_property_cohort,regression_control,fortresstech,58156,District at Seven Springs,300 Seven Springs Way,Brentwood,TN,37027,http://www.districtsevensprings.com/,Trusted structured 282-sq-ft studio area survives without weakening general clamps.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,2063,ma_poc/tests/pms/adapters/test_fortresstech.py
35,"FortressTech is stable, but a trusted 282-sq-ft plan is falsely clamped",confirmed_remediated,complete_10_property_cohort,regression_control,fortresstech,61951,Ellis at Germantown,1600 Rosa L Parks Blvd,Nashville,TN,37208,https://www.ellisgermantown.com/,Trusted structured 282-sq-ft studio area survives without weakening general clamps.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,2063,ma_poc/tests/pms/adapters/test_fortresstech.py
35,"FortressTech is stable, but a trusted 282-sq-ft plan is falsely clamped",confirmed_remediated,complete_10_property_cohort,regression_control,fortresstech,67516,The Eastland,1035 W Eastland Ave,Nashville,TN,37206,https://www.theeastlandnashville.com/,Trusted structured 282-sq-ft studio area survives without weakening general clamps.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,2063,ma_poc/tests/pms/adapters/test_fortresstech.py
35,"FortressTech is stable, but a trusted 282-sq-ft plan is falsely clamped",confirmed_remediated,complete_10_property_cohort,regression_control,fortresstech,220976,The Summit at Rivery Park I,1400 Rivery Blvd,Georgetown,TX,78628,http://riveryparkapts.com/,Trusted structured 282-sq-ft studio area survives without weakening general clamps.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,2063,ma_poc/tests/pms/adapters/test_fortresstech.py
